chr	group_id	NB_Genes	start	end	strand	ENS_ID	Name	Description
2	124	2	103089762	103150431	1	ENSG00000180251	SLC9A4	solute carrier family 9, subfamily A (NHE4, cation proton antiporter 4), member 4 [Source:HGNC Symbol;Acc:11077]
2	124	2	103236166	103327777	1	ENSG00000115616	SLC9A2	solute carrier family 9, subfamily A (NHE2, cation proton antiporter 2), member 2 [Source:HGNC Symbol;Acc:11072]
2	125	5	107021446	107084832	-1	ENSG00000153165	RGPD3	RANBP2-like and GRIP domain containing 3 [Source:HGNC Symbol;Acc:32416]
2	125	5	108443388	108507297	1	ENSG00000196862	RGPD4	RANBP2-like and GRIP domain containing 4 [Source:HGNC Symbol;Acc:32417]
2	125	5	110550335	110615272	1	ENSG00000015568	RGPD5	RANBP2-like and GRIP domain containing 5 [Source:HGNC Symbol;Acc:32418]
2	125	5	111271389	111334762	-1	ENSG00000183054	RGPD6	RANBP2-like and GRIP domain containing 6 [Source:HGNC Symbol;Acc:32419]
2	125	5	113127669	113192065	-1	ENSG00000169629	RGPD8	RANBP2-like and GRIP domain containing 8 [Source:HGNC Symbol;Acc:9849]
2	126	3	108863651	108881807	1	ENSG00000196228	SULT1C3	sulfotransferase family, cytosolic, 1C, member 3 [Source:HGNC Symbol;Acc:33543]
2	126	3	108905095	108926371	1	ENSG00000198203	SULT1C2	sulfotransferase family, cytosolic, 1C, member 2 [Source:HGNC Symbol;Acc:11456]
2	126	3	108994367	109004513	1	ENSG00000198075	SULT1C4	sulfotransferase family, cytosolic, 1C, member 4 [Source:HGNC Symbol;Acc:11457]
2	127	4	109150857	109303702	1	ENSG00000169756	LIMS1	LIM and senescent cell antigen-like domains 1 [Source:HGNC Symbol;Acc:6616]
2	127	4	110656005	110677180	1	ENSG00000256977	LIMS3	LIM and senescent cell antigen-like domains 3 [Source:HGNC Symbol;Acc:30047]
2	127	4	111160511	111230652	-1	ENSG00000257207	LIMS3	LIM and senescent cell antigen-like-containing domain protein 3; Uncharacterized protein; cDNA FLJ59124, highly similar to Particularly interesting newCys-His protein; cDNA, FLJ79109, highly similar to Particularly interesting newCys-His protein  [Source:UniProtKB/TrEMBL;Acc:B4DPH6]
2	127	4	111222628	111230511	-1	ENSG00000256671	LIMS3L	LIM and senescent cell antigen-like domains 3-like [Source:HGNC Symbol;Acc:39941]
2	128	2	113730780	113743242	1	ENSG00000136688	IL36G	interleukin 36, gamma [Source:HGNC Symbol;Acc:15741]
2	128	2	113763038	113765621	1	ENSG00000136694	IL36A	interleukin 36, alpha [Source:HGNC Symbol;Acc:15562]
2	129	3	113816215	113822959	1	ENSG00000136695	IL36RN	interleukin 36 receptor antagonist [Source:HGNC Symbol;Acc:15561]
2	129	3	113825547	113833427	1	ENSG00000136697	IL1F10	interleukin 1 family, member 10 (theta) [Source:HGNC Symbol;Acc:15552]
2	129	3	113864791	113891593	1	ENSG00000136689	IL1RN	interleukin 1 receptor antagonist [Source:HGNC Symbol;Acc:6000]
2	130	4	130831108	130886795	-1	ENSG00000196604	POTEF	POTE ankyrin domain family, member F [Source:HGNC Symbol;Acc:33905]
2	130	4	131217028	131267239	-1	ENSG00000196834	POTEI	POTE ankyrin domain family, member I [Source:HGNC Symbol;Acc:37093]
2	130	4	131369054	131415664	1	ENSG00000222038	POTEJ	POTE ankyrin domain family, member J [Source:HGNC Symbol;Acc:37094]
2	130	4	131975882	132022965	1	ENSG00000188219	POTEE	POTE ankyrin domain family, member E [Source:HGNC Symbol;Acc:33895]
2	131	2	130896860	130902707	-1	ENSG00000152076	CCDC74B	coiled-coil domain containing 74B [Source:HGNC Symbol;Acc:25267]
2	131	2	132285248	132291239	1	ENSG00000163040	CCDC74A	coiled-coil domain containing 74A [Source:HGNC Symbol;Acc:25197]
2	132	2	130939310	130948302	1	ENSG00000152082	MZT2B	mitotic spindle organizing protein 2B [Source:HGNC Symbol;Acc:25886]
2	132	2	132222473	132250316	-1	ENSG00000173272	MZT2A	mitotic spindle organizing protein 2A [Source:HGNC Symbol;Acc:33187]
2	133	2	130949318	130956034	-1	ENSG00000152086	TUBA3E	tubulin, alpha 3e [Source:HGNC Symbol;Acc:20765]
2	133	2	132233666	132240507	1	ENSG00000075886	TUBA3D	tubulin, alpha 3d [Source:HGNC Symbol;Acc:24071]
2	134	2	131278770	131285579	1	ENSG00000152093	CFC1B	cripto, FRL-1, cryptic family 1B [Source:HGNC Symbol;Acc:33983]
2	134	2	131350339	131357123	-1	ENSG00000136698	CFC1	cripto, FRL-1, cryptic family 1 [Source:HGNC Symbol;Acc:18292]
2	135	2	131296668	131307456	-1	ENSG00000184761	AC013269.5	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:B9A039]
2	135	2	131328402	131341734	1	ENSG00000183292	AC140481.2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:B9A019]
2	136	2	132479948	132524973	1	ENSG00000197927	C2orf27A	chromosome 2 open reading frame 27A [Source:HGNC Symbol;Acc:25077]
2	136	2	132552534	132559234	-1	ENSG00000186825	C2orf27B	chromosome 2 open reading frame 27B [Source:HGNC Symbol;Acc:33824]
2	137	2	158383279	158485517	-1	ENSG00000123612	ACVR1C	activin A receptor, type IC [Source:HGNC Symbol;Acc:18123]
2	137	2	158592958	158732374	-1	ENSG00000115170	ACVR1	activin A receptor, type I [Source:HGNC Symbol;Acc:171]
2	138	5	165944032	166060577	-1	ENSG00000153253	SCN3A	sodium channel, voltage-gated, type III, alpha subunit [Source:HGNC Symbol;Acc:10590]
2	138	5	166095912	166248818	1	ENSG00000136531	SCN2A	sodium channel, voltage-gated, type II, alpha subunit [Source:HGNC Symbol;Acc:10588]
2	138	5	166845670	166984523	-1	ENSG00000144285	SCN1A	sodium channel, voltage-gated, type I, alpha subunit [Source:HGNC Symbol;Acc:10585]
2	138	5	167051695	167232503	-1	ENSG00000169432	SCN9A	sodium channel, voltage-gated, type IX, alpha subunit [Source:HGNC Symbol;Acc:10597]
2	138	5	167260083	167350757	-1	ENSG00000136546	SCN7A	sodium channel, voltage-gated, type VII, alpha subunit [Source:HGNC Symbol;Acc:10594]
2	139	3	170335688	170382432	1	ENSG00000163093	BBS5	Bardet-Biedl syndrome 5 [Source:HGNC Symbol;Acc:970]
2	139	3	170335990	170382432	1	ENSG00000251569	RP11-724O16.1	Bardet-Biedl syndrome 5 protein; Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:E9PBE3]
2	139	3	170366212	170382772	1	ENSG00000239474	KLHL41	kelch-like family member 41 [Source:HGNC Symbol;Acc:16905]
2	140	2	176994422	176997423	1	ENSG00000175879	HOXD8	homeobox D8 [Source:HGNC Symbol;Acc:5139]
2	140	2	177015950	177017954	1	ENSG00000170166	HOXD4	homeobox D4 [Source:HGNC Symbol;Acc:5138]
2	141	2	178413726	178417742	-1	ENSG00000196659	TTC30B	tetratricopeptide repeat domain 30B [Source:HGNC Symbol;Acc:26425]
2	141	2	178477720	178483694	-1	ENSG00000197557	TTC30A	tetratricopeptide repeat domain 30A [Source:HGNC Symbol;Acc:25853]
2	142	2	189839046	189877472	1	ENSG00000168542	COL3A1	collagen, type III, alpha 1 [Source:HGNC Symbol;Acc:2201]
2	142	2	189896622	190044605	-1	ENSG00000204262	COL5A2	collagen, type V, alpha 2 [Source:HGNC Symbol;Acc:2210]
2	143	2	191829084	191885686	-1	ENSG00000115415	STAT1	signal transducer and activator of transcription 1, 91kDa [Source:HGNC Symbol;Acc:11362]
2	143	2	191894302	192016322	-1	ENSG00000138378	STAT4	signal transducer and activator of transcription 4 [Source:HGNC Symbol;Acc:11365]
2	144	2	198365137	198415450	1	ENSG00000270757	HSPE1-MOB4	HSPE1-MOB4 readthrough [Source:HGNC Symbol;Acc:49184]
2	144	2	198380295	198418423	1	ENSG00000115540	MOB4	MOB family member 4, phocein [Source:HGNC Symbol;Acc:17261]
2	145	2	202047604	202094129	1	ENSG00000003400	CASP10	caspase 10, apoptosis-related cysteine peptidase [Source:HGNC Symbol;Acc:1500]
2	145	2	202098166	202152434	1	ENSG00000064012	CASP8	caspase 8, apoptosis-related cysteine peptidase [Source:HGNC Symbol;Acc:1509]
2	146	4	208986331	208989225	-1	ENSG00000118231	CRYGD	crystallin, gamma D [Source:HGNC Symbol;Acc:2411]
2	146	4	208992861	208994554	-1	ENSG00000163254	CRYGC	crystallin, gamma C [Source:HGNC Symbol;Acc:2410]
2	146	4	209007297	209010892	-1	ENSG00000182187	CRYGB	crystallin, gamma B [Source:HGNC Symbol;Acc:2409]
2	146	4	209025464	209028300	-1	ENSG00000168582	CRYGA	crystallin, gamma A [Source:HGNC Symbol;Acc:2408]
2	147	2	219724544	219738955	1	ENSG00000115596	WNT6	wingless-type MMTV integration site family, member 6 [Source:HGNC Symbol;Acc:12785]
2	147	2	219745085	219764303	1	ENSG00000135925	WNT10A	wingless-type MMTV integration site family, member 10A [Source:HGNC Symbol;Acc:13829]
2	148	2	227867427	228028829	-1	ENSG00000081052	COL4A4	collagen, type IV, alpha 4 [Source:HGNC Symbol;Acc:2206]
2	148	2	228029281	228179508	1	ENSG00000169031	COL4A3	collagen, type IV, alpha 3 (Goodpasture antigen) [Source:HGNC Symbol;Acc:2204]
2	149	2	231067826	231223762	1	ENSG00000079263	SP140	SP140 nuclear body protein [Source:HGNC Symbol;Acc:17133]
2	149	2	231191899	231268447	1	ENSG00000185404	SP140L	SP140 nuclear body protein-like [Source:HGNC Symbol;Acc:25105]
2	150	3	233243244	233247599	1	ENSG00000163283	ALPP	alkaline phosphatase, placental [Source:HGNC Symbol;Acc:439]
2	150	3	233271553	233275424	1	ENSG00000163286	ALPPL2	alkaline phosphatase, placental-like 2 [Source:HGNC Symbol;Acc:441]
2	150	3	233320833	233324742	1	ENSG00000163295	ALPI	alkaline phosphatase, intestinal [Source:HGNC Symbol;Acc:437]
2	151	2	233390703	233401377	1	ENSG00000135902	CHRND	cholinergic receptor, nicotinic, delta (muscle) [Source:HGNC Symbol;Acc:1965]
2	151	2	233404437	233411113	1	ENSG00000196811	CHRNG	cholinergic receptor, nicotinic, gamma (muscle) [Source:HGNC Symbol;Acc:1967]
2	152	9	234526291	234681956	1	ENSG00000241635	UGT1A8	UDP glucuronosyltransferase 1 family, polypeptide A8 [Source:HGNC Symbol;Acc:12540]
2	152	9	234545100	234681951	1	ENSG00000242515	UGT1A10	UDP glucuronosyltransferase 1 family, polypeptide A10 [Source:HGNC Symbol;Acc:12531]
2	152	9	234580499	234681946	1	ENSG00000241119	UGT1A9	UDP glucuronosyltransferase 1 family, polypeptide A9 [Source:HGNC Symbol;Acc:12541]
2	152	9	234590584	234681945	1	ENSG00000244122	UGT1A7	UDP glucuronosyltransferase 1 family, polypeptide A7 [Source:HGNC Symbol;Acc:12539]
2	152	9	234600253	234681946	1	ENSG00000167165	UGT1A6	UDP glucuronosyltransferase 1 family, polypeptide A6 [Source:HGNC Symbol;Acc:12538]
2	152	9	234621638	234681945	1	ENSG00000240224	UGT1A5	UDP glucuronosyltransferase 1 family, polypeptide A5 [Source:HGNC Symbol;Acc:12537]
2	152	9	234627424	234681945	1	ENSG00000244474	UGT1A4	UDP glucuronosyltransferase 1 family, polypeptide A4 [Source:HGNC Symbol;Acc:12536]
2	152	9	234637754	234681945	1	ENSG00000243135	UGT1A3	UDP glucuronosyltransferase 1 family, polypeptide A3 [Source:HGNC Symbol;Acc:12535]
2	152	9	234668894	234681945	1	ENSG00000242366	UGT1A1	UDP glucuronosyltransferase 1 family, polypeptide A1 [Source:HGNC Symbol;Acc:12530]
2	153	2	238875469	238951236	1	ENSG00000184182	UBE2F	ubiquitin-conjugating enzyme E2F (putative) [Source:HGNC Symbol;Acc:12480]
2	153	2	238875656	239008053	1	ENSG00000258984	UBE2F-SCLY	UBE2F-SCLY readthrough (NMD candidate) [Source:HGNC Symbol;Acc:48339]
2	154	2	240968841	240969906	-1	ENSG00000182083	OR6B2	olfactory receptor, family 6, subfamily B, member 2 [Source:HGNC Symbol;Acc:15041]
2	154	2	240984494	240985489	-1	ENSG00000178586	OR6B3	olfactory receptor, family 6, subfamily B, member 3 [Source:HGNC Symbol;Acc:15042]
2	155	2	241615835	241622323	-1	ENSG00000185176	AQP12B	aquaporin 12B [Source:HGNC Symbol;Acc:6096]
2	155	2	241631262	241637900	1	ENSG00000184945	AQP12A	aquaporin 12A [Source:HGNC Symbol;Acc:19941]
3	156	2	1134260	1445901	1	ENSG00000134115	CNTN6	contactin 6 [Source:HGNC Symbol;Acc:2176]
3	156	2	2140497	3099645	1	ENSG00000144619	CNTN4	contactin 4 [Source:HGNC Symbol;Acc:2174]
3	157	2	9834179	9849410	1	ENSG00000241553	ARPC4	actin related protein 2/3 complex, subunit 4, 20kDa [Source:HGNC Symbol;Acc:707]
3	157	2	9834766	9877085	1	ENSG00000250151	ARPC4-TTLL3	ARPC4-TTLL3 readthrough [Source:HGNC Symbol;Acc:38830]
3	158	2	10289707	10322902	1	ENSG00000157014	TATDN2	TatD DNase domain containing 2 [Source:HGNC Symbol;Acc:28988]
3	158	2	10291056	10327480	1	ENSG00000272410	RP11-438J1.1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:H7C1D0]
3	159	2	10857885	10982419	1	ENSG00000132164	SLC6A11	solute carrier family 6 (neurotransmitter transporter), member 11 [Source:HGNC Symbol;Acc:11044]
3	159	2	11034410	11080933	1	ENSG00000157103	SLC6A1	solute carrier family 6 (neurotransmitter transporter), member 1 [Source:HGNC Symbol;Acc:11042]
3	160	2	23244511	23633284	1	ENSG00000182247	UBE2E2	ubiquitin-conjugating enzyme E2E 2 [Source:HGNC Symbol;Acc:12478]
3	160	2	23847394	23932807	1	ENSG00000170142	UBE2E1	ubiquitin-conjugating enzyme E2E 1 [Source:HGNC Symbol;Acc:12477]
3	161	2	38307303	38319806	1	ENSG00000172940	SLC22A13	solute carrier family 22 (organic anion/urate transporter), member 13 [Source:HGNC Symbol;Acc:8494]
3	161	2	38323785	38360066	1	ENSG00000144671	SLC22A14	solute carrier family 22, member 14 [Source:HGNC Symbol;Acc:8495]
3	162	3	38589548	38691164	-1	ENSG00000183873	SCN5A	sodium channel, voltage-gated, type V, alpha subunit [Source:HGNC Symbol;Acc:10593]
3	162	3	38738293	38835501	-1	ENSG00000185313	SCN10A	sodium channel, voltage-gated, type X, alpha subunit [Source:HGNC Symbol;Acc:10582]
3	162	3	38887260	38992052	-1	ENSG00000168356	SCN11A	sodium channel, voltage-gated, type XI, alpha subunit [Source:HGNC Symbol;Acc:10583]
3	163	2	39304985	39323226	-1	ENSG00000168329	CX3CR1	chemokine (C-X3-C motif) receptor 1 [Source:HGNC Symbol;Acc:2558]
3	163	2	39371197	39375171	1	ENSG00000179934	CCR8	chemokine (C-C motif) receptor 8 [Source:HGNC Symbol;Acc:1609]
3	164	11	40518604	40531727	1	ENSG00000177873	ZNF619	zinc finger protein 619 [Source:HGNC Symbol;Acc:26910]
3	164	11	40547483	40560227	1	ENSG00000177842	ZNF620	zinc finger protein 620 [Source:HGNC Symbol;Acc:28742]
3	164	11	40566369	40616176	1	ENSG00000172888	ZNF621	zinc finger protein 621 [Source:HGNC Symbol;Acc:24787]
3	164	11	42947223	42960825	1	ENSG00000182983	ZNF662	zinc finger protein 662 [Source:HGNC Symbol;Acc:31930]
3	164	11	44481262	44519162	-1	ENSG00000185219	ZNF445	zinc finger protein 445 [Source:HGNC Symbol;Acc:21018]
3	164	11	44540462	44552128	-1	ENSG00000178917	ZNF852	zinc finger protein 852 [Source:HGNC Symbol;Acc:27713]
3	164	11	44596685	44624975	1	ENSG00000196345	ZKSCAN7	zinc finger with KRAB and SCAN domains 7 [Source:HGNC Symbol;Acc:12955]
3	164	11	44619715	44641186	1	ENSG00000144792	ZNF660	zinc finger protein 660 [Source:HGNC Symbol;Acc:26720]
3	164	11	44626380	44689963	1	ENSG00000186448	ZNF197	zinc finger protein 197 [Source:HGNC Symbol;Acc:12988]
3	164	11	44754135	44765323	1	ENSG00000196653	ZNF502	zinc finger protein 502 [Source:HGNC Symbol;Acc:23718]
3	164	11	44771088	44778575	1	ENSG00000186446	ZNF501	zinc finger protein 501 [Source:HGNC Symbol;Acc:23717]
3	165	9	42846244	42929466	1	ENSG00000144648	ACKR2	atypical chemokine receptor 2 [Source:HGNC Symbol;Acc:1565]
3	165	9	45927996	45944667	1	ENSG00000173585	CCR9	chemokine (C-C motif) receptor 9 [Source:HGNC Symbol;Acc:1610]
3	165	9	45982425	45989845	1	ENSG00000172215	CXCR6	chemokine (C-X-C motif) receptor 6 [Source:HGNC Symbol;Acc:16647]
3	165	9	46058516	46069234	-1	ENSG00000173578	XCR1	chemokine (C motif) receptor 1 [Source:HGNC Symbol;Acc:1625]
3	165	9	46205096	46308197	1	ENSG00000183625	CCR3	chemokine (C-C motif) receptor 3 [Source:HGNC Symbol;Acc:1604]
3	165	9	46243200	46249887	-1	ENSG00000163823	CCR1	chemokine (C-C motif) receptor 1 [Source:HGNC Symbol;Acc:1602]
3	165	9	46395225	46402419	1	ENSG00000121807	CCR2	chemokine (C-C motif) receptor 2 [Source:HGNC Symbol;Acc:1603]
3	165	9	46411633	46417697	1	ENSG00000160791	CCR5	chemokine (C-C motif) receptor 5 (gene/pseudogene) [Source:HGNC Symbol;Acc:1606]
3	165	9	46448654	46454488	1	ENSG00000121797	CCRL2	chemokine (C-C motif) receptor-like 2 [Source:HGNC Symbol;Acc:1612]
3	166	2	42850938	43097363	1	ENSG00000273291	KRBOX1	KRAB domain-containing protein 1  [Source:UniProtKB/Swiss-Prot;Acc:C9JBD0]
3	166	2	42850975	42984284	1	ENSG00000240747	KRBOX1	KRAB box domain containing 1 [Source:HGNC Symbol;Acc:38708]
3	170	3	50192478	50226508	1	ENSG00000001617	SEMA3F	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3F [Source:HGNC Symbol;Acc:10728]
3	170	3	50304990	50314977	1	ENSG00000012171	SEMA3B	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3B [Source:HGNC Symbol;Acc:10724]
3	170	3	52467069	52479101	-1	ENSG00000010319	SEMA3G	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3G [Source:HGNC Symbol;Acc:30400]
3	171	2	50229045	50233949	1	ENSG00000114349	GNAT1	guanine nucleotide binding protein (G protein), alpha transducing activity polypeptide 1 [Source:HGNC Symbol;Acc:4393]
3	171	2	50263724	50296787	1	ENSG00000114353	GNAI2	guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 2 [Source:HGNC Symbol;Acc:4385]
3	172	3	50330262	50336899	-1	ENSG00000186792	HYAL3	hyaluronoglucosaminidase 3 [Source:HGNC Symbol;Acc:5322]
3	172	3	50337320	50349812	-1	ENSG00000114378	HYAL1	hyaluronoglucosaminidase 1 [Source:HGNC Symbol;Acc:5320]
3	172	3	50355221	50360337	-1	ENSG00000068001	HYAL2	hyaluronoglucosaminidase 2 [Source:HGNC Symbol;Acc:5321]
3	173	5	51812580	51813009	-1	ENSG00000214686	IQCF6	IQ motif containing F6 [Source:HGNC Symbol;Acc:35158]
3	173	5	51851620	51864876	1	ENSG00000229972	IQCF3	IQ motif containing F3 [Source:HGNC Symbol;Acc:31816]
3	173	5	51895645	51897440	1	ENSG00000184345	IQCF2	IQ motif containing F2 [Source:HGNC Symbol;Acc:31815]
3	173	5	51907737	51909600	-1	ENSG00000214681	IQCF5	IQ motif containing F5 [Source:HGNC Symbol;Acc:35159]
3	173	5	51928892	51937351	-1	ENSG00000173389	IQCF1	IQ motif containing F1 [Source:HGNC Symbol;Acc:28607]
3	175	2	52002526	52017425	-1	ENSG00000114779	ABHD14B	abhydrolase domain containing 14B [Source:HGNC Symbol;Acc:28235]
3	175	2	52005442	52015212	1	ENSG00000248487	ABHD14A	abhydrolase domain containing 14A [Source:HGNC Symbol;Acc:24538]
3	176	2	52255096	52273183	-1	ENSG00000239732	TLR9	toll-like receptor 9 [Source:HGNC Symbol;Acc:15633]
3	176	2	52255097	52265206	-1	ENSG00000173366	TLR9	TLR9  [Source:UniProtKB/TrEMBL;Acc:C3W5P5]
3	177	2	52828784	52843025	1	ENSG00000162267	ITIH3	inter-alpha-trypsin inhibitor heavy chain 3 [Source:HGNC Symbol;Acc:6168]
3	177	2	52846991	52865495	-1	ENSG00000055955	ITIH4	inter-alpha-trypsin inhibitor heavy chain family, member 4 [Source:HGNC Symbol;Acc:6169]
3	178	2	52847298	52869745	-1	ENSG00000243696	RP5-966M1.6	Musculoskeletal embryonic nuclear protein 1  [Source:UniProtKB/TrEMBL;Acc:D6R8Y8]
3	178	2	52867130	52869235	-1	ENSG00000272573	MUSTN1	musculoskeletal, embryonic nuclear protein 1 [Source:HGNC Symbol;Acc:22144]
3	179	2	52867137	52931578	-1	ENSG00000248592	TMEM110-MUSTN1	TMEM110-MUSTN1 readthrough [Source:HGNC Symbol;Acc:38834]
3	179	2	52870235	52931612	-1	ENSG00000213533	TMEM110	transmembrane protein 110 [Source:HGNC Symbol;Acc:30526]
3	180	2	68053359	68594776	1	ENSG00000183662	FAM19A1	family with sequence similarity 19 (chemokine (C-C motif)-like), member A1 [Source:HGNC Symbol;Acc:21587]
3	180	2	68780917	68981761	-1	ENSG00000163377	FAM19A4	family with sequence similarity 19 (chemokine (C-C motif)-like), member A4 [Source:HGNC Symbol;Acc:21591]
3	181	2	75955846	77699115	1	ENSG00000185008	ROBO2	roundabout, axon guidance receptor, homolog 2 (Drosophila) [Source:HGNC Symbol;Acc:10250]
3	181	2	78646390	79816965	-1	ENSG00000169855	ROBO1	roundabout, axon guidance receptor, homolog 1 (Drosophila) [Source:HGNC Symbol;Acc:10249]
3	183	12	97783316	97784240	1	ENSG00000213439	OR5AC1	olfactory receptor, family 5, subfamily AC, member 1 (gene/pseudogene) [Source:HGNC Symbol;Acc:15047]
3	183	12	97806017	97806946	1	ENSG00000196578	OR5AC2	olfactory receptor, family 5, subfamily AC, member 2 [Source:HGNC Symbol;Acc:15431]
3	183	12	97851542	97852483	1	ENSG00000231192	OR5H1	olfactory receptor, family 5, subfamily H, member 1 [Source:HGNC Symbol;Acc:8346]
3	183	12	97868170	97869249	1	ENSG00000236032	OR5H14	olfactory receptor, family 5, subfamily H, member 14 [Source:HGNC Symbol;Acc:31286]
3	183	12	97887544	97888485	1	ENSG00000233412	OR5H15	olfactory receptor, family 5, subfamily H, member 15 [Source:HGNC Symbol;Acc:31287]
3	183	12	97983088	97984200	1	ENSG00000230301	OR5H6	olfactory receptor, family 5, subfamily H, member 6 (gene/pseudogene) [Source:HGNC Symbol;Acc:14767]
3	183	12	98001732	98002676	1	ENSG00000197938	OR5H2	olfactory receptor, family 5, subfamily H, member 2 [Source:HGNC Symbol;Acc:14752]
3	183	12	98030757	98031687	1	ENSG00000232535	OR5H8P	olfactory receptor, family 5, subfamily H, member 8 pseudogene [Source:HGNC Symbol;Acc:14773]
3	183	12	98072698	98073663	1	ENSG00000196098	OR5K4	olfactory receptor, family 5, subfamily K, member 4 [Source:HGNC Symbol;Acc:31291]
3	183	12	98109510	98110475	1	ENSG00000206536	OR5K3	olfactory receptor, family 5, subfamily K, member 3 [Source:HGNC Symbol;Acc:31290]
3	183	12	98188324	98189420	1	ENSG00000232382	OR5K1	olfactory receptor, family 5, subfamily K, member 1 [Source:HGNC Symbol;Acc:8349]
3	183	12	98216448	98217496	1	ENSG00000231861	OR5K2	olfactory receptor, family 5, subfamily K, member 2 [Source:HGNC Symbol;Acc:14774]
3	184	2	112534556	112565703	-1	ENSG00000206531	CD200R1L	CD200 receptor 1-like [Source:HGNC Symbol;Acc:24665]
3	184	2	112640056	112693969	-1	ENSG00000163606	CD200R1	CD200 receptor 1 [Source:HGNC Symbol;Acc:24235]
3	185	2	123687368	123711025	-1	ENSG00000065371	ROPN1	rhophilin associated tail protein 1 [Source:HGNC Symbol;Acc:17692]
3	185	2	125687987	125702297	1	ENSG00000114547	ROPN1B	rhophilin associated tail protein 1B [Source:HGNC Symbol;Acc:31927]
3	186	2	128806418	128879879	-1	ENSG00000261796	ISY1-RAB43	ISY1-RAB43 readthrough [Source:HGNC Symbol;Acc:42969]
3	186	2	128846258	128880136	-1	ENSG00000240682	ISY1	ISY1 splicing factor homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:29201]
3	187	3	138722804	138725110	-1	ENSG00000206260	PRR23A	proline rich 23A [Source:HGNC Symbol;Acc:37172]
3	187	3	138737873	138739768	-1	ENSG00000184814	PRR23B	proline rich 23B [Source:HGNC Symbol;Acc:33764]
3	187	3	138760944	138763734	-1	ENSG00000233701	PRR23C	proline rich 23C [Source:HGNC Symbol;Acc:37173]
3	188	2	139171726	139199589	-1	ENSG00000114113	RBP2	retinol binding protein 2, cellular [Source:HGNC Symbol;Acc:9920]
3	188	2	139236276	139258671	-1	ENSG00000114115	RBP1	retinol binding protein 1, cellular [Source:HGNC Symbol;Acc:9919]
3	189	2	141663270	141666233	-1	ENSG00000269905	RP11-271K21.11	
3	189	2	141663277	141868386	-1	ENSG00000114126	TFDP2	transcription factor Dp-2 (E2F dimerization partner 2) [Source:HGNC Symbol;Acc:11751]
3	190	4	145910126	145968966	-1	ENSG00000114698	PLSCR4	phospholipid scramblase 4 [Source:HGNC Symbol;Acc:16497]
3	190	4	146109208	146213778	-1	ENSG00000163746	PLSCR2	phospholipid scramblase 2 [Source:HGNC Symbol;Acc:16494]
3	190	4	146232967	146262651	-1	ENSG00000188313	PLSCR1	phospholipid scramblase 1 [Source:HGNC Symbol;Acc:9092]
3	190	4	146294342	146324003	-1	ENSG00000231213	PLSCR5	phospholipid scramblase family, member 5 [Source:HGNC Symbol;Acc:19952]
3	191	2	147103833	147124647	-1	ENSG00000174963	ZIC4	Zic family member 4 [Source:HGNC Symbol;Acc:20393]
3	191	2	147111209	147228080	1	ENSG00000152977	ZIC1	Zic family member 1 [Source:HGNC Symbol;Acc:12872]
3	192	2	148508889	148577974	1	ENSG00000153002	CPB1	carboxypeptidase B1 (tissue) [Source:HGNC Symbol;Acc:2299]
3	192	2	148583043	148614983	1	ENSG00000163751	CPA3	carboxypeptidase A3 (mast cell) [Source:HGNC Symbol;Acc:2298]
3	193	3	149036285	149052201	-1	ENSG00000163762	TM4SF18	transmembrane 4 L six family member 18 [Source:HGNC Symbol;Acc:25181]
3	193	3	149086809	149095652	-1	ENSG00000169908	TM4SF1	transmembrane 4 L six family member 1 [Source:HGNC Symbol;Acc:11853]
3	193	3	149191761	149221068	1	ENSG00000169903	TM4SF4	transmembrane 4 L six family member 4 [Source:HGNC Symbol;Acc:11856]
3	194	5	150915619	150920988	-1	ENSG00000174946	GPR171	G protein-coupled receptor 171 [Source:HGNC Symbol;Acc:30057]
3	194	5	150929905	150996255	-1	ENSG00000174944	P2RY14	purinergic receptor P2Y, G-protein coupled, 14 [Source:HGNC Symbol;Acc:16442]
3	194	5	151011891	151034740	-1	ENSG00000138271	GPR87	G protein-coupled receptor 87 [Source:HGNC Symbol;Acc:4538]
3	194	5	151044100	151047336	-1	ENSG00000181631	P2RY13	purinergic receptor P2Y, G-protein coupled, 13 [Source:HGNC Symbol;Acc:4537]
3	194	5	151055168	151102600	-1	ENSG00000169313	P2RY12	purinergic receptor P2Y, G-protein coupled, 12 [Source:HGNC Symbol;Acc:18124]
3	195	2	151451704	151479127	1	ENSG00000197953	AADACL2	arylacetamide deacetylase-like 2 [Source:HGNC Symbol;Acc:24427]
3	195	2	151531825	151546276	1	ENSG00000114771	AADAC	arylacetamide deacetylase [Source:HGNC Symbol;Acc:17]
3	196	2	158680024	159615155	1	ENSG00000250588	IQCJ-SCHIP1	IQCJ-SCHIP1 readthrough [Source:HGNC Symbol;Acc:38842]
